Area,Country,Year,Series,Capital_city,Value
504,Morocco,2005,Urban population (percent),,55.2
504,Morocco,2005,Urban population (percent growth rate per annum),,1.8
504,Morocco,2005,Rural population (percent growth rate per annum),,0.3
504,Morocco,2005,Capital city population (thousands),Rabat,1635.0
504,Morocco,2005,Capital city population (as a percentage of total population),Rabat,5.4
504,Morocco,2005,Capital city population (as a percentage of total urban population),Rabat,9.7
504,Morocco,2010,Urban population (percent),,58.0
504,Morocco,2010,Urban population (percent growth rate per annum),,2.2
504,Morocco,2010,Rural population (percent growth rate per annum),,-0.1
504,Morocco,2010,Capital city population (thousands),Rabat,1714.0
504,Morocco,2010,Capital city population (as a percentage of total population),Rabat,5.3
504,Morocco,2010,Capital city population (as a percentage of total urban population),Rabat,9.1
504,Morocco,2015,Urban population (percent),,60.8
504,Morocco,2015,Urban population (percent growth rate per annum),,2.4
504,Morocco,2015,Rural population (percent growth rate per annum),,0.0
504,Morocco,2015,Capital city population (thousands),Rabat,1796.0
504,Morocco,2015,Capital city population (as a percentage of total population),Rabat,5.2
504,Morocco,2015,Capital city population (as a percentage of total urban population),Rabat,8.5
504,Morocco,2018,Urban population (percent),,62.5
504,Morocco,2018,Capital city population (thousands),Rabat,1847.0
508,Mozambique,2005,Urban population (percent),,30.0
508,Mozambique,2005,Urban population (percent growth rate per annum),,3.5
508,Mozambique,2005,Rural population (percent growth rate per annum),,2.7
508,Mozambique,2005,Capital city population (thousands),Maputo,1072.0
508,Mozambique,2005,Capital city population (as a percentage of total population),Maputo,5.1
508,Mozambique,2005,Capital city population (as a percentage of total urban population),Maputo,17.1
508,Mozambique,2010,Urban population (percent),,31.8
508,Mozambique,2010,Urban population (percent growth rate per annum),,4.1
508,Mozambique,2010,Rural population (percent growth rate per annum),,2.4
508,Mozambique,2010,Capital city population (thousands),Maputo,1097.0
508,Mozambique,2010,Capital city population (as a percentage of total population),Maputo,4.5
508,Mozambique,2010,Capital city population (as a percentage of total urban population),Maputo,14.2
508,Mozambique,2015,Urban population (percent),,34.4
508,Mozambique,2015,Urban population (percent growth rate per annum),,4.5
508,Mozambique,2015,Rural population (percent growth rate per annum),,2.1
508,Mozambique,2015,Capital city population (thousands),Maputo,1100.0
508,Mozambique,2015,Capital city population (as a percentage of total population),Maputo,3.9
508,Mozambique,2015,Capital city population (as a percentage of total urban population),Maputo,11.4
508,Mozambique,2018,Urban population (percent),,36.0
508,Mozambique,2018,Capital city population (thousands),Maputo,1102.0
104,Myanmar,2005,Urban population (percent),,27.9
104,Myanmar,2005,Urban population (percent growth rate per annum),,1.7
104,Myanmar,2005,Rural population (percent growth rate per annum),,0.8
104,Myanmar,2005,Capital city population (thousands),Nay Pyi Taw,148.0
104,Myanmar,2005,Capital city population (as a percentage of total population),Nay Pyi Taw,0.3
104,Myanmar,2005,Capital city population (as a percentage of total urban population),Nay Pyi Taw,1.1
104,Myanmar,2010,Urban population (percent),,28.9
104,Myanmar,2010,Urban population (percent growth rate per annum),,1.3
104,Myanmar,2010,Rural population (percent growth rate per annum),,0.4
104,Myanmar,2010,Capital city population (thousands),Nay Pyi Taw,234.0
104,Myanmar,2010,Capital city population (as a percentage of total population),Nay Pyi Taw,0.5
104,Myanmar,2010,Capital city population (as a percentage of total urban population),Nay Pyi Taw,1.6
104,Myanmar,2015,Urban population (percent),,29.9
104,Myanmar,2015,Urban population (percent growth rate per annum),,1.5
104,Myanmar,2015,Rural population (percent growth rate per annum),,0.6
104,Myanmar,2015,Capital city population (thousands),Nay Pyi Taw,376.0
104,Myanmar,2015,Capital city population (as a percentage of total population),Nay Pyi Taw,0.7
104,Myanmar,2015,Capital city population (as a percentage of total urban population),Nay Pyi Taw,2.4
104,Myanmar,2018,Urban population (percent),,30.6
104,Myanmar,2018,Capital city population (thousands),Nay Pyi Taw,500.0
516,Namibia,2005,Urban population (percent),,36.6
516,Namibia,2005,Urban population (percent growth rate per annum),,3.8
516,Namibia,2005,Rural population (percent growth rate per annum),,0.1
516,Namibia,2005,Capital city population (thousands),Windhoek,268.0
516,Namibia,2005,Capital city population (as a percentage of total population),Windhoek,13.2
516,Namibia,2005,Capital city population (as a percentage of total urban population),Windhoek,36.1
516,Namibia,2010,Urban population (percent),,41.6
516,Namibia,2010,Urban population (percent growth rate per annum),,3.9
516,Namibia,2010,Rural population (percent growth rate per annum),,-0.3
516,Namibia,2010,Capital city population (thousands),Windhoek,314.0
516,Namibia,2010,Capital city population (as a percentage of total population),Windhoek,14.5
516,Namibia,2010,Capital city population (as a percentage of total urban population),Windhoek,34.7
516,Namibia,2015,Urban population (percent),,46.9
516,Namibia,2015,Urban population (percent growth rate per annum),,4.6
516,Namibia,2015,Rural population (percent growth rate per annum),,0.3
516,Namibia,2015,Capital city population (thousands),Windhoek,368.0
516,Namibia,2015,Capital city population (as a percentage of total population),Windhoek,15.2
516,Namibia,2015,Capital city population (as a percentage of total urban population),Windhoek,32.3
516,Namibia,2018,Urban population (percent),,50.0
516,Namibia,2018,Capital city population (thousands),Windhoek,404.0
520,Nauru,2005,Urban population (percent),,100.0
520,Nauru,2005,Urban population (percent growth rate per annum),,0.2
520,Nauru,2005,Rural population (percent growth rate per annum),,0.0
520,Nauru,2010,Urban population (percent),,100.0
520,Nauru,2010,Urban population (percent growth rate per annum),,-0.2
520,Nauru,2010,Rural population (percent growth rate per annum),,0.0
520,Nauru,2015,Urban population (percent),,100.0
520,Nauru,2015,Urban population (percent growth rate per annum),,2.3
520,Nauru,2015,Rural population (percent growth rate per annum),,0.0
520,Nauru,2018,Urban population (percent),,100.0
520,Nauru,2018,Capital city population (thousands),Yaren,11.0
524,Nepal,2005,Urban population (percent),,15.1
524,Nepal,2005,Urban population (percent growth rate per annum),,4.0
524,Nepal,2005,Rural population (percent growth rate per annum),,1.1
524,Nepal,2005,Capital city population (thousands),Kathmandu,790.0
524,Nepal,2005,Capital city population (as a percentage of total population),Kathmandu,3.1
524,Nepal,2005,Capital city population (as a percentage of total urban population),Kathmandu,20.3
524,Nepal,2010,Urban population (percent),,16.8
524,Nepal,2010,Urban population (percent growth rate per annum),,3.1
524,Nepal,2010,Rural population (percent growth rate per annum),,0.7
524,Nepal,2010,Capital city population (thousands),Kathmandu,965.0
524,Nepal,2010,Capital city population (as a percentage of total population),Kathmandu,3.6
524,Nepal,2010,Capital city population (as a percentage of total urban population),Kathmandu,21.3
524,Nepal,2015,Urban population (percent),,18.6
524,Nepal,2015,Urban population (percent growth rate per annum),,3.2
524,Nepal,2015,Rural population (percent growth rate per annum),,0.7
524,Nepal,2015,Capital city population (thousands),Kathmandu,1179.0
524,Nepal,2015,Capital city population (as a percentage of total population),Kathmandu,4.1
524,Nepal,2015,Capital city population (as a percentage of total urban population),Kathmandu,22.2
524,Nepal,2018,Urban population (percent),,19.7
524,Nepal,2018,Capital city population (thousands),Kathmandu,1330.0
528,Netherlands,2005,Urban population (percent),,82.6
528,Netherlands,2005,Urban population (percent growth rate per annum),,2.0
528,Netherlands,2005,Rural population (percent growth rate per annum),,-5.2
528,Netherlands,2005,Capital city population (thousands),Amsterdam,1025.0
528,Netherlands,2005,Capital city population (as a percentage of total population),Amsterdam,6.3
528,Netherlands,2005,Capital city population (as a percentage of total urban population),Amsterdam,7.6
528,Netherlands,2010,Urban population (percent),,87.1
528,Netherlands,2010,Urban population (percent growth rate per annum),,1.4
528,Netherlands,2010,Rural population (percent growth rate per annum),,-5.6
528,Netherlands,2010,Capital city population (thousands),Amsterdam,1065.0
528,Netherlands,2010,Capital city population (as a percentage of total population),Amsterdam,6.4
528,Netherlands,2010,Capital city population (as a percentage of total urban population),Amsterdam,7.3
528,Netherlands,2015,Urban population (percent),,90.2
528,Netherlands,2015,Urban population (percent growth rate per annum),,1.0
528,Netherlands,2015,Rural population (percent growth rate per annum),,-5.1
528,Netherlands,2015,Capital city population (thousands),Amsterdam,1106.0
528,Netherlands,2015,Capital city population (as a percentage of total population),Amsterdam,6.5
528,Netherlands,2015,Capital city population (as a percentage of total urban population),Amsterdam,7.2
528,Netherlands,2018,Urban population (percent),,91.5
528,Netherlands,2018,Capital city population (thousands),Amsterdam,1132.0
540,New Caledonia,2005,Urban population (percent),,64.0
540,New Caledonia,2005,Urban population (percent growth rate per annum),,2.4
540,New Caledonia,2005,Rural population (percent growth rate per annum),,0.7
540,New Caledonia,2010,Urban population (percent),,67.1
540,New Caledonia,2010,Urban population (percent growth rate per annum),,2.5
540,New Caledonia,2010,Rural population (percent growth rate per annum),,-0.3
540,New Caledonia,2015,Urban population (percent),,69.4
540,New Caledonia,2015,Urban population (percent growth rate per annum),,2.1
540,New Caledonia,2015,Rural population (percent growth rate per annum),,0.0
540,New Caledonia,2018,Urban population (percent),,70.7
540,New Caledonia,2018,Capital city population (thousands),Nouméa,198.0
554,New Zealand,2005,Urban population (percent),,86.3
554,New Zealand,2005,Urban population (percent growth rate per annum),,1.5
554,New Zealand,2005,Rural population (percent growth rate per annum),,0.9
554,New Zealand,2005,Capital city population (thousands),Wellington,371.0
554,New Zealand,2005,Capital city population (as a percentage of total population),Wellington,9.0
554,New Zealand,2005,Capital city population (as a percentage of total urban population),Wellington,10.4
554,New Zealand,2010,Urban population (percent),,86.2
554,New Zealand,2010,Urban population (percent growth rate per annum),,1.1
554,New Zealand,2010,Rural population (percent growth rate per annum),,1.4
554,New Zealand,2010,Capital city population (thousands),Wellington,387.0
554,New Zealand,2010,Capital city population (as a percentage of total population),Wellington,8.9
554,New Zealand,2010,Capital city population (as a percentage of total urban population),Wellington,10.3
554,New Zealand,2015,Urban population (percent),,86.3
554,New Zealand,2015,Urban population (percent growth rate per annum),,1.1
554,New Zealand,2015,Rural population (percent growth rate per annum),,0.8
554,New Zealand,2015,Capital city population (thousands),Wellington,402.0
554,New Zealand,2015,Capital city population (as a percentage of total population),Wellington,8.7
554,New Zealand,2015,Capital city population (as a percentage of total urban population),Wellington,10.1
554,New Zealand,2018,Urban population (percent),,86.5
554,New Zealand,2018,Capital city population (thousands),Wellington,411.0
558,Nicaragua,2005,Urban population (percent),,55.9
558,Nicaragua,2005,Urban population (percent growth rate per annum),,1.6
558,Nicaragua,2005,Rural population (percent growth rate per annum),,1.0
558,Nicaragua,2005,Capital city population (thousands),Managua,910.0
558,Nicaragua,2005,Capital city population (as a percentage of total population),Managua,16.9
558,Nicaragua,2005,Capital city population (as a percentage of total urban population),Managua,30.3
558,Nicaragua,2010,Urban population (percent),,56.9
